,franchise,name,city,address,phone
294,BurgerKing,113,Москва,"Аэропорт Домодедово, «грязная» зона 2 этаж",No data
295,BurgerKing,114,Москва,"Аэропорт Внуково, Международные линии gate 18-31, «чистая» зона 3 этаж",No data
296,BurgerKing,118,Москва,"ул Шереметьевская 6, ТЦ Райкин Плаза 4 этаж",No data
297,BurgerKing,119,Москва,"ш Каширское 14, ТЦ Гудзон 3 этаж",No data
298,BurgerKing,125,Москва,"ш Варшавское 158, ТЦ Атлантис 1 этаж",No data
299,BurgerKing,126,Москва,ул Люблинская 92 корп 2,No data
300,BurgerKing,132,Москва,ул Большая Тульская 2,No data
301,BurgerKing,143,Москва,ул Первомайская 42,No data
302,BurgerKing,157,Москва,"просп Балаклавский 5А, ТЦ Штаер",No data
303,BurgerKing,159,Москва,"ш Щелковское д 100, ТЦ Щелково 3 этаж",No data
304,BurgerKing,160,Москва,"МКАД 56 км, ТЦ Вегас Кунцево 2 этаж",No data
305,BurgerKing,161,Москва,"ш Варшавское 95 корп 1, ТЦ Аэробус 1 этаж",No data
306,BurgerKing,165,Москва,"просп Рязанский 2, ТЦ Город 2 этаж",No data
307,BurgerKing,172,Москва,ул Малая Филевская 13,No data
308,BurgerKing,183,Москва,"просп Вернадского 14А, ТЦ Обувь-Сити 1 этаж",No data
309,BurgerKing,197,Москва,"просп Зеленый 62Д, ТЦ Шангал",No data
310,BurgerKing,213,Москва,"МКАД 60 км вл 4, БЦ Колизей",No data
311,BurgerKing,214,Москва,"ул 7-я Кожуховская 9, ТЦ Мозаика 3 этаж",No data
312,BurgerKing,215,Москва,"ш Варшавское 140, ТЦ Коламбус 3 этаж",No data
313,BurgerKing,231,Москва,"ул Краснодарская 51 корп 2, ТЦ Люблинский Пассаж",No data
314,BurgerKing,239,Москва,"пр Локомотивный 4, ТЦ Парус 3 этаж",No data
315,BurgerKing,244,Москва,"ул Енисейская 19 корп 1, ТЦ Радужный 3 этаж",No data
316,BurgerKing,250,Москва,"ул Бауманская 32 стр 2, ТЦ Елоховский Пассаж",No data
317,BurgerKing,252,Москва,"ул Ярцевская 19, ТЦ Кунцево Плаза 4 этаж",No data
318,BurgerKing,261,Москва,"ш Измайловское 69Д, ТЦ Альбатрос",No data
319,BurgerKing,269,Москва,пл Сокольническая 9А,No data
320,BurgerKing,275,Москва,"ш Дмитровское 89, ТЦ XL 2 этаж",No data
321,BurgerKing,285,Москва,ул Воздвиженка 9 стр 2,No data
322,BurgerKing,286,Москва,ш Боровское 51 стр 1,No data
323,BurgerKing,291,Москва,"просп Мичуринский Олимпийская деревня 3 корп 1, ТЦ Фестиваль 3 этаж",No data
324,BurgerKing,297,Москва,"ул Профсоюзная 56, ТЦ Черемушки 4 этаж",No data
325,BurgerKing,300,Москва,"ул Поречная 10, ТЦ Мари 4 этаж",No data
326,BurgerKing,307,Москва,"пр Театральный 5, ТЦ Центральный Детский Мир 6 этаж",No data
327,BurgerKing,313,Москва,ул 9-я Парковая 68,No data
328,BurgerKing,317,Москва,"ул Профсоюзная 102 стр 1, ТЦ Ареал",No data
329,BurgerKing,320,Москва,"ш Ленинградское 18 км, ТЦ Зеленопарк 1 этаж",No data
330,BurgerKing,321,Москва,"ул Автозаводская 18, ТЦ Ривьера 4 этаж",No data
331,BurgerKing,323,Москва,ул Земляной Вал 26 стр 1,No data
332,BurgerKing,325,Москва,бул Зубовский 17 стр 1,No data
333,BurgerKing,326,Москва,"ул Щукинская 42, ТЦ Щука 4 этаж",No data
334,BurgerKing,327,Москва,"просп Вернадского 86Б стр 1, ТЦ Альмирал 2 этаж",No data
335,BurgerKing,333,Москва,ул Лухмановская 2,No data
336,BurgerKing,335,Москва,"просп Мира 92, ТЦ Крестовский",No data
337,BurgerKing,338,Москва,ул Митинская 53,No data
338,BurgerKing,339,Москва,"пр Сигнальный 17, ТЦ Ашан 1 этаж",No data
339,BurgerKing,340,Москва,"ш Бесединское 15, ТЦ Ашан 1 этаж",No data
340,BurgerKing,341,Москва,"ул Поляны 8, ТЦ Вива 2 этаж",No data
341,BurgerKing,342,Москва,"ул Бартеневская 12, ТЦ Карусель",No data
342,BurgerKing,346,Москва,"ул Широкая 13А, ТЦ Медведковский",No data
343,BurgerKing,347,Москва,"бул Строгинский 1, ТЦ Дарья",No data
344,BurgerKing,348,Москва,"ул Люблинская 169 корп 2, ТЦ Мариэль 3 этаж",No data
345,BurgerKing,349,Москва,"ш Головинское 5, ТЦ Водный 3 этаж",No data
346,BurgerKing,352,Москва,"ш Алтуфьевское 8, ТЦ Алтуфьевский 3 этаж",No data
347,BurgerKing,357,Москва,"ул Бирюлевская 51, ТЦ Перекресток",No data
348,BurgerKing,358,Москва,"просп Кутузовский 57, ТЦ Океания 3 этаж",No data
349,BurgerKing,359,Москва,"ш Хорошевское 27, ТЦ Хорошо 4 этаж",No data
350,BurgerKing,374,Москва,ул Маршала Катукова 23,No data
351,BurgerKing,379,Москва,"ул Декабристов 12, ТЦ FORT Отрадное 2 этаж",No data
352,BurgerKing,386,Москва,"ул Азовская 24 корп 3, ТЦ Азовский 3 этаж",No data
353,BurgerKing,389,Москва,ш Боровское 2,No data
354,BurgerKing,392,Москва,пл Преображенская 6,No data
355,BurgerKing,396,Москва,ш Варшавское 153,No data
356,BurgerKing,397,Москва,ул 1-я Останкинская 57,No data
357,BurgerKing,398,Москва,"ул Святоозерская 1А, ТЦ Косино Парк 2 этаж",No data
358,BurgerKing,405,Москва,"просп Андропова 22, ТЦ Нора 3 этаж",No data
359,BurgerKing,406,Москва,"ш Варшавское 87Б, ТЦ Варшавский 3 этаж",No data
360,BurgerKing,418,Москва,"ш Боровское 6, ТЦ Солнечный 2 этаж",No data
361,BurgerKing,419,Москва,ул Литовский бульвар 22,No data
362,BurgerKing,430,Москва,"просп Лермонтовский 19 корп 1, ТЦ Феникс",No data
363,BurgerKing,435,Москва,"мкр Северное Чертаново 1А, ТЦ Авентура 2 этаж",No data
364,BurgerKing,443,Москва,"просп Ленинградский 76А, ТЦ Метромаркет 3 этаж",No data
365,BurgerKing,454,Москва,"ул Пришвина 26, ТЦ Миллион Мелочей",No data
366,BurgerKing,459,Москва,ул Кадырова 1,No data
367,BurgerKing,460,Москва,"пр Огородный 10 стр 2,  ТЦ Зеленый",No data
368,BurgerKing,462,Москва,"ул Красного Маяка д 2Б , ТЦ Коламбус",No data
369,BurgerKing,465,Москва,"ул Кировоградская 14, ТЦ Глобал Сити 2 этаж",No data
370,BurgerKing,470,Москва,ш Каширское 23 км 6А,No data
371,BurgerKing,476,Москва,просп Мира 39 стр 2,No data
372,BurgerKing,482,Москва,Таганская 2,No data
373,BurgerKing,483,Москва,"ул Сущевский вал 5 стр 8, ТЦ Савеловский",No data
374,BurgerKing,490,Москва,"ул Вешняковская 18, ТЦ Вешняки 4 этаж",No data
375,BurgerKing,495,Москва,пер Панкратьевский 2,No data
376,BurgerKing,500,Москва,"просп Андропова 8, ТЦ Мегаполис 3 этаж",No data
377,BurgerKing,513,Москва,ул Бутырская 6,No data
378,BurgerKing,577,Москва,"ул Кировоградская 9 корп 4, ТЦ Южный",No data
379,BurgerKing,580,Москва,Открытое ш 5 стр 14,No data
380,BurgerKing,581,Москва,ТЦ Мега Белая Дача 2,No data
381,BurgerKing,586,Москва,ул Народного Ополчения 47 к 1,No data
382,BurgerKing,587,Москва,"ш Каширское 61Г, ТЦ Каширская Плаза 4 этаж",No data
383,BurgerKing,604,Москва,ул Лобачевского 19,No data
384,BurgerKing,617,Москва,"ш Дмитровское 73, ТЦ Метромолл 2 этаж",No data
385,BurgerKing,618,Москва,ул Покровская 20,No data
386,BurgerKing,627,Москва,ул Большая Серпуховская 6/5,No data
387,BurgerKing,631,Москва,ул Елецкая 15,No data
388,BurgerKing,677,Москва,"пл Тверская Застава 7с1, Белорусский вокзал",No data
389,BurgerKing,678,Москва,"пл Павелецкая 1А, Павелецкий вокзал",No data
390,BurgerKing,679,Москва,пл Комсомольская 2А,No data
391,BurgerKing,685,Москва,"ул Адмирала Макарова 6 стр 13, ТЦ Невский причал",No data
392,BurgerKing,709,Москва,пр 1-й Угрешский 11,No data
393,BurgerKing,712,Москва,просп Зеленый 79А,No data
394,BurgerKing,715,Москва,ш Дмитровское 13А,No data
395,BurgerKing,717,Москва,"ул Авиаконструктора Миля вл 7, ТЦ МИЛЯ 3 этаж",No data
396,BurgerKing,718,Москва,"ул Удальцова 42, ТЦ Перекресток",No data
397,BurgerKing,758,Москва,"ул Новопетровская 6, ТЦ Петровский 3 этаж",No data
398,BurgerKing,788,Москва,"ш Энтузиастов 12 корп 2, ТЦ Город-Лефортово 3 этаж",No data
399,BurgerKing,817,Москва,"просп Ленинский вл 123 корп 1, ТЦ Галеон 2 этаж",No data
400,BurgerKing,834,Москва,ул Волжский бульвар 113А корп 1,No data
401,BurgerKing,835,Москва,"ул Тушинская 17, ТЦ Праздник 3 этаж",No data
402,BurgerKing,847,Москва,"Комсомольская площадь 5 стр 1, Ярославский вокзал",No data
403,BurgerKing,855,Москва,"бул Кронштадтский 3а, ТЦ Гавань 2 этаж",No data
404,BurgerKing,859,Москва,"Аэропорт Домодедово, терминал Т1 «грязная» зона 1 этаж",No data
405,BurgerKing,899,Москва,"просп Севастопольский 11Е, ТЦ Капитолий 3 этаж",No data
406,BurgerKing,900,Москва,"ш Аминьевское 6, ТЦ Квартал W 4 этаж",No data
407,BurgerKing,921,Москва,"ул Старокачаловская 5А, ТЦ Круг 2 этаж",No data
408,BurgerKing,949,Москва,"ул Орджоникидзе 11, Дисконт-Центр 1 этаж",No data
409,BurgerKing,989,Москва,"ш Измайловское 71А, ТЦ АСТ 3 этаж",No data
410,BurgerKing,995,Москва,"бул Ореховый 45, ТЦ Орех",No data
411,BurgerKing,1020,Москва,"просп Ленинградский 36, ТЦ Арена Плаза 1 этаж",No data
412,BurgerKing,1094,Москва,бул Страстной 6,No data
413,BurgerKing,1095,Москва,ул Авиамоторная 41Б,No data
414,BurgerKing,1098,Москва,внутренняя сторона МКАД 33 км вл 6,No data
415,BurgerKing,1104,Москва,"Аэропорт Домодедово, терминал Т1 «чистая» зона 2 этаж",No data
416,BurgerKing,1196,Москва,ул Федосьино 12,No data
417,BurgerKing,1215,Москва,"Павелецкая площадь Литер А, ТЦ Павелецкая Плаза 2 этаж",No data
418,BurgerKing,1289,Москва,"ул Каховка 29А, ТЦ Прайм Плаза 4 этаж",No data
419,BurgerKing,1301,Москва,"ш Алтуфьевское 70 корп 1, ТЦ Маркос Молл 3 этаж",No data
420,BurgerKing,1306,Москва,"ул Снежная 27, ТЦ Свиблово 3 этаж",No data
421,BurgerKing,1307,Москва,"МКАД 87 км 8, ТЦ ЧАС ПИК 3 этаж",No data
422,BurgerKing,1331,Москва,"ул Миклухо-Маклая 32А, ТЦ Капитолий 2 этаж",No data
423,BurgerKing,1347,Москва,"ул Большая Грузинская 1 стр 1, Московский Зоопарк",No data
424,Вкусно — и точка,Ex.McDonalds,Москва,"ул Большая Бронная, дом 29",+7 495 694-58-96
425,Вкусно — и точка,Ex.McDonalds,Москва,"ул Большая Ордынка, дом 21, строение 2",+7 495 755-59-78
426,Вкусно — и точка,Ex.McDonalds,Москва,"ш Дмитровское, дом 89Б, строение 1",+7 499 487-83-61
427,Вкусно — и точка,Ex.McDonalds,Москва,"ул Большая Серпуховская, дом 4/3",+7 499 236-70-77
428,Вкусно — и точка,Ex.McDonalds,Москва,"ул Большая Семёновская, дом 26",+7 499 369-29-67
429,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Рязанский, дом 32, корпус 2",+7 495 919-11-21
430,Вкусно — и точка,Ex.McDonalds,Москва,"ул Венёвская, дом 4",+7 499 743-49-45
431,Вкусно — и точка,Ex.McDonalds,"Москва, нп Ж/к Дубровка","ул Сосновая, дом 2",+7 495 225-37-83
432,Вкусно — и точка,Ex.McDonalds,Москва,"ш Каширское, дом 61/15",+7 495 393-99-22
433,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Волгоградский, дом 24, строение 2",+7 495 676-38-25
434,Вкусно — и точка,Ex.McDonalds,Москва,"ул Покрышкина, дом 2",+7 495 785-14-22
435,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Свободный, дом 35Б",+7 495 603-38-90
436,Вкусно — и точка,Ex.McDonalds,"Москва, Зеленоград","пр-кт Панфиловский, дом 2",+7 499 734-33-09
437,Вкусно — и точка,Ex.McDonalds,Москва,"ш Щёлковское, дом 2/1, строение 1",+7 499 166-13-95
438,Вкусно — и точка,Ex.McDonalds,Москва,"ш Можайское, дом 43/1, строение 2",+7 495 448-95-16
439,Вкусно — и точка,Ex.McDonalds,Москва,"ш Хорошёвское, дом 35А, строение 1",+7 495 705-98-06
440,Вкусно — и точка,Ex.McDonalds,Москва,"ул Лескова, дом 1",+7 499 908-99-94
441,Вкусно — и точка,Ex.McDonalds,Москва,"ш Каширское, дом 12А",+7 499 553-81-44
442,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Маршала Жукова, дом 31, корпус 2",+7 499 191-28-17
443,Вкусно — и точка,Ex.McDonalds,Москва,"ул Арбат, дом 52, строение 1",+7 499 241-36-81
444,Вкусно — и точка,Ex.McDonalds,Москва,"ул Зеленодольская, дом 38",+7 499 742-02-00
445,Вкусно — и точка,Ex.McDonalds,Москва,"ул Русаковская, дом 26",+7 499 268-16-35
446,Вкусно — и точка,Ex.McDonalds,Москва,"ул Бутырская, дом 77, строение 2",+7 499 977-42-11
447,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Мира, дом 39А",+7 495 755-60-91
448,Вкусно — и точка,Ex.McDonalds,Москва,"б-р Ходынский, дом 4",+7 495 587-07-03
449,Вкусно — и точка,Ex.McDonalds,Москва,"ул Люблинская, дом 165, корпус 1а",+7 495 346-01-58
450,Вкусно — и точка,Ex.McDonalds,Москва,"ул Грина, дом 5А",+7 495 713-22-90
451,Вкусно — и точка,Ex.McDonalds,Москва,"ул Маршала Катукова, дом 19",+7 495 756-37-51
452,Вкусно — и точка,Ex.McDonalds,Москва,"ул Митинская, дом 40, корпус 3",+7 495 794-04-66
453,Вкусно — и точка,Ex.McDonalds,Москва,"ул Матвеевская, дом 9",+7 495 449-11-62
454,Вкусно — и точка,Ex.McDonalds,Москва,"ул Красная Пресня, дом 31",+7 495 755-68-03
455,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Ленинский, дом 111/2",+7 495 935-67-70
456,Вкусно — и точка,Ex.McDonalds,Москва,"ул Милашенкова, дом 4Д",+7 495 639-87-89
457,Вкусно — и точка,Ex.McDonalds,Москва,"ш Ленинградское, дом 63, корпус 1",+7 495 451-91-93
458,Вкусно — и точка,Ex.McDonalds,"Москва, д Десна","ул Рябиновая, дом 15, строение 1",+7 495 981-27-96
459,Вкусно — и точка,Ex.McDonalds,Москва,"ш Боровское, дом 38",+7 495 731-23-29
460,Вкусно — и точка,Ex.McDonalds,Москва,"ул Большая Дорогомиловская, дом 8А",+7 495 258-67-80
461,Вкусно — и точка,Ex.McDonalds,Москва,"проезд Коломенский, дом 7Б",+7 499 612-61-85
462,Вкусно — и точка,Ex.McDonalds,Москва,"пл Манежная, дом 1, строение 2",+7 495 737-83-91
463,Вкусно — и точка,Ex.McDonalds,Москва,"ш Ярославское, владение 3, строение 1",+7 499 188-97-49
464,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Мира, дом 119, строение 547",+7 495 544-34-19
465,Вкусно — и точка,Ex.McDonalds,Москва,"пр-кт Мира, дом 119, строение 547",+7 495 544-34-19
466,Вкусно — и точка,Ex.McDonalds,"Московская обл, Мытищи","ш Ярославское, дом 101",+7 495 583-56-64
467,Вкусно — и точка,Ex.McDonalds,Московская обл,"ш Можайское, дом 133",+7 495 596-92-72
468,Вкусно — и точка,Ex.McDonalds,"Московская обл, Красногорск","ул Ленина, дом 16",+7 495 563-89-31
469,Вкусно — и точка,Ex.McDonalds,Московская обл,"ул Первомайская, дом 2",+7 496 245-82-15
470,Вкусно — и точка,Ex.McDonalds,"Московская обл, Балашиха","ш Энтузиастов, дом 32А",+7 495 521-78-98
471,Вкусно — и точка,Ex.McDonalds,"Московская обл, Химки","ш Ленинградское, владение 30А",+7 499 530-81-94
472,Вкусно — и точка,Ex.McDonalds,Московская обл,"пр-кт Красной Армии, дом 164",+7 496 547-35-27
473,Вкусно — и точка,Ex.McDonalds,"Московская обл, Подольск","пр-кт Ленина, дом 128/24",+7 496 769-33-69
474,Вкусно — и точка,Ex.McDonalds,"Московская обл, Пушкино","ш Пушкинское, дом 10",+7 495 993-43-69
475,Вкусно — и точка,Ex.McDonalds,"Московская обл, Коломна","ул Октябрьской революции, дом 246",+7 496 618-59-51
476,Вкусно — и точка,Ex.McDonalds,"Московская обл, Мытищи","ул Коммунистическая, дом 10, корпус 1",+7 495 783-74-79
477,Вкусно — и точка,Ex.McDonalds,"Московская обл, Солнечногорск","ул Красная, дом 118",+7 496 262-57-90
478,Вкусно — и точка,Ex.McDonalds,"Московская обл, Раменское","ул Михалевича, дом 3А",+7 496 461-69-79
479,Вкусно — и точка,Ex.McDonalds,Московская обл,"ул Володарского, дом 1",+7 496 344-00-97
480,Вкусно — и точка,Ex.McDonalds,"Московская обл, Реутов","ш Носовихинское, дом 12",+7 495 791-05-78
481,Вкусно — и точка,Ex.McDonalds,"Московская обл, Красногорск","дом 9, строение 1",+7 499 272-76-36
482,Вкусно — и точка,Ex.McDonalds,"Московская обл, Реутов","ул МКАД 3 км, дом 3",+7 498 661-80-02
483,Вкусно — и точка,Ex.McDonalds,"Московская обл, Красногорск","б-р Красногорский, дом 1",+7 495 746-81-30
484,Вкусно — и точка,Ex.McDonalds,"Московская обл, Звенигород","ул Московская, дом 30",+7 495 597-11-95
485,Вкусно — и точка,Ex.McDonalds,"Московская обл, Щёлково","пр-кт Пролетарский, дом 9, корпус 1",+7 496 567-16-42
486,Вкусно — и точка,Ex.McDonalds,"Московская обл, Ступино","ул Пристанционная, дом 1",+7 496 647-09-06
487,Вкусно — и точка,Ex.McDonalds,"Московская обл, Серпухов","ш Московское, владение 55",+7 496 737-15-66
488,Вкусно — и точка,Ex.McDonalds,"Московская обл, рп Селятино",дом 100М,+7 499 940-08-86
489,Вкусно — и точка,Ex.McDonalds,"Московская обл, Пушкино","ул Красноармейское шоссе, строение 91",+7 496 533-63-82
490,Вкусно — и точка,Ex.McDonalds,"Московская обл, Красногорск","ш Путилковское, дом 2, строение 1",+7 499 657-99-02
491,Вкусно — и точка,Ex.McDonalds,"Московская обл, Луховицы","ул Куйбышева, дом 67",+7 496 639-43-30
492,Вкусно — и точка,Ex.McDonalds,"Московская обл, Домодедово","км 43-й, строение 4",+7 495 664-24-42
